x Distance [mm]	Height [cm]
 1286.820 	 6.929 
 1287.005 	 6.929 
 1287.195 	 6.933 
 1287.380 	 6.929 
 1287.570 	 6.929 
 1287.760 	 6.929 
 1287.945 	 6.932 
 1288.135 	 6.929 
 1288.320 	 6.929 
 1288.510 	 6.929 
 1288.700 	 6.929 
 1288.885 	 6.929 
 1289.075 	 6.929 
 1289.260 	 6.929 
 1289.450 	 6.929 
 1289.640 	 6.929 
 1289.825 	 6.934 
 1290.015 	 6.932 
 1290.200 	 6.925 
 1290.390 	 6.928 
 1290.580 	 6.924 
 1290.765 	 6.925 
 1290.955 	 6.929 
 1291.140 	 6.928 
 1291.330 	 6.922 
 1291.520 	 6.919 
 1291.705 	 6.919 
 1291.895 	 6.919 
 1292.080 	 6.921 
 1292.270 	 6.928 
 1292.460 	 6.924 
 1292.645 	 6.924 
 1292.835 	 6.924 
 1293.020 	 6.924 
 1293.210 	 6.919 
 1293.400 	 6.918 
 1293.585 	 6.916 
 1293.775 	 6.923 
 1293.960 	 6.919 
 1294.150 	 6.920 
 1294.340 	 6.922 
 1294.525 	 6.915 
 1294.715 	 6.918 
 1294.900 	 6.914 
 1295.090 	 6.915 
 1295.280 	 6.918 
 1295.465 	 6.914 
 1295.655 	 6.915 
 1295.840 	 6.918 
 1296.030 	 6.915 
 1296.220 	 6.918 
 1296.405 	 6.914 
 1296.595 	 6.915 
 1296.780 	 6.919 
 1296.970 	 6.917 
 1297.160 	 6.914 
 1297.345 	 6.912 
 1297.535 	 6.911 
 1297.720 	 6.918 
 1297.910 	 6.915 
 1298.100 	 6.917 
 1298.285 	 6.914 
 1298.475 	 6.914 
 1298.660 	 6.916 
 1298.850 	 6.918 
 1299.040 	 6.914 
 1299.225 	 6.914 
 1299.415 	 6.914 
 1299.600 	 6.913 
 1299.790 	 6.911 
 1299.980 	 6.913 
 1300.165 	 6.909 
 1300.355 	 6.910 
 1300.540 	 6.912 
 1300.730 	 6.909 
 1300.920 	 6.909 
 1301.105 	 6.908 
 1301.295 	 6.906 
 1301.480 	 6.908 
 1301.670 	 6.906 
 1301.860 	 6.908 
 1302.045 	 6.903 
 1302.235 	 6.899 
 1302.420 	 6.899 
 1302.610 	 6.899 
 1302.800 	 6.899 
 1302.985 	 6.900 
 1303.175 	 6.903 
 1303.360 	 6.899 
 1303.550 	 6.899 
 1303.740 	 6.899 
 1303.925 	 6.899 
 1304.115 	 6.898 
 1304.300 	 6.893 
 1304.490 	 6.890 
 1304.680 	 6.891 
 1304.865 	 6.895 
 1305.055 	 6.895 
 1305.240 	 6.895 
 1305.430 	 6.895 
 1305.620 	 6.892 
 1305.805 	 6.880 
 1305.995 	 6.880 
 1306.180 	 6.881 
 1306.370 	 6.885 
 1306.560 	 6.884 
 1306.745 	 6.880 
 1306.935 	 6.879 
 1307.120 	 6.876 
 1307.310 	 6.880 
 1307.500 	 6.880 
 1307.685 	 6.881 
 1307.875 	 6.884 
 1308.060 	 6.878 
 1308.250 	 6.871 
 1308.440 	 6.864 
 1308.625 	 6.859 
 1308.815 	 6.854 
 1309.000 	 6.851 
 1309.190 	 6.851 
 1309.380 	 6.848 
 1309.565 	 6.841 
 1309.755 	 6.838 
 1309.940 	 6.832 
 1310.130 	 6.839 
 1310.320 	 6.844 
 1310.505 	 6.841 
 1310.695 	 6.846 
 1310.880 	 6.855 
 1311.070 	 6.854 
 1311.260 	 6.847 
 1311.445 	 6.853 
 1311.635 	 6.844 
 1311.820 	 6.842 
 1312.010 	 6.846 
 1312.200 	 6.847 
 1312.385 	 6.847 
 1312.575 	 6.837 
 1312.760 	 6.838 
 1312.950 	 6.831 
 1313.140 	 6.829 
 1313.325 	 6.821 
 1313.515 	 6.802 
 1313.700 	 6.749 
 1313.890 	 6.667 
 1314.080 	 6.603 
 1314.265 	 6.566 
 1314.455 	 6.610 
 1314.640 	 6.663 
 1314.830 	 6.784 
 1315.020 	 6.909 
 1315.205 	 7.545 
 1315.395 	 9.624 
 1315.580 	 9.623 
 1315.770 	 9.619 
 1315.960 	 9.432 
 1316.145 	 5.998 
 1316.335 	 5.994 
 1316.520 	 6.061 
 1316.710 	 6.105 
 1316.900 	 6.141 
 1317.085 	 6.215 
 1317.275 	 6.278 
 1317.460 	 6.351 
 1317.650 	 6.423 
 1317.840 	 6.502 
 1318.025 	 6.556 
 1318.215 	 6.593 
 1318.400 	 6.618 
 1318.590 	 6.641 
 1318.780 	 6.658 
 1318.965 	 6.672 
 1319.155 	 6.693 
 1319.340 	 6.710 
 1319.530 	 6.733 
 1319.720 	 6.747 
 1319.905 	 6.763 
 1320.095 	 6.785 
 1320.280 	 6.813 
 1320.470 	 6.834 
 1320.660 	 6.834 
 1320.845 	 6.813 
 1321.035 	 6.781 
 1321.220 	 6.701 
 1321.410 	 6.652 
 1321.600 	 6.699 
 1321.785 	 6.724 
 1321.975 	 6.743 
 1322.160 	 6.757 
 1322.350 	 6.774 
 1322.540 	 6.780 
 1322.725 	 6.787 
 1322.915 	 6.787 
 1323.100 	 6.786 
 1323.290 	 6.781 
 1323.480 	 6.776 
 1323.665 	 6.774 
 1323.855 	 6.777 
 1324.040 	 6.776 
 1324.230 	 6.771 
 1324.420 	 6.765 
 1324.605 	 6.759 
 1324.795 	 6.763 
 1324.980 	 6.760 
 1325.170 	 6.752 
 1325.360 	 6.750 
 1325.545 	 6.755 
 1325.735 	 6.766 
 1325.920 	 6.772 
 1326.110 	 6.777 
 1326.300 	 6.782 
 1326.485 	 6.784 
 1326.675 	 6.787 
 1326.860 	 6.785 
 1327.050 	 6.782 
 1327.240 	 6.782 
 1327.425 	 6.780 
 1327.615 	 6.779 
 1327.800 	 6.781 
 1327.990 	 6.780 
 1328.180 	 6.780 
 1328.365 	 6.777 
 1328.555 	 6.777 
 1328.740 	 6.776 
 1328.930 	 6.774 
 1329.120 	 6.777 
 1329.305 	 6.776 
 1329.495 	 6.772 
 1329.680 	 6.772 
 1329.870 	 6.772 
 1330.060 	 6.772 
 1330.245 	 6.772 
 1330.435 	 6.772 
 1330.620 	 6.769 
 1330.810 	 6.763 
 1331.000 	 6.763 
 1331.185 	 6.763 
 1331.375 	 6.765 
 1331.560 	 6.765 
 1331.750 	 6.763 
 1331.940 	 6.763 
 1332.125 	 6.763 
 1332.315 	 6.761 
 1332.500 	 6.758 
 1332.690 	 6.760 
 1332.880 	 6.761 
 1333.065 	 6.756 
 1333.255 	 6.753 
 1333.440 	 6.753 
 1333.630 	 6.753 
 1333.820 	 6.754 
 1334.005 	 6.755 
 1334.195 	 6.753 
 1334.380 	 6.753 
 1334.570 	 6.753 
 1334.760 	 6.751 
 1334.945 	 6.750 
 1335.135 	 6.753 
 1335.320 	 6.751 
 1335.510 	 6.750 
 1335.700 	 6.759 
 1335.885 	 6.766 
 1336.075 	 6.768 
 1336.260 	 6.758 
 1336.450 	 6.736 
 1336.640 	 6.715 
 1336.825 	 6.696 
 1337.015 	 6.677 
 1337.200 	 6.669 
 1337.390 	 6.681 
 1337.580 	 6.695 
 1337.765 	 6.710 
 1337.955 	 6.719 
 1338.140 	 6.723 
 1338.330 	 6.729 
 1338.520 	 6.730 
 1338.705 	 6.733 
 1338.895 	 6.731 
 1339.080 	 6.729 
 1339.270 	 6.729 
 1339.460 	 6.731 
 1339.645 	 6.731 
 1339.835 	 6.730 
 1340.020 	 6.733 
 1340.210 	 6.733 
 1340.400 	 6.729 
 1340.585 	 6.725 
 1340.775 	 6.727 
 1340.960 	 6.722 
 1341.150 	 6.719 
 1341.340 	 6.719 
 1341.525 	 6.719 
 1341.715 	 6.719 
 1341.900 	 6.719 
 1342.090 	 6.717 
 1342.280 	 6.716 
 1342.465 	 6.717 
 1342.655 	 6.716 
 1342.840 	 6.719 
 1343.030 	 6.715 
 1343.220 	 6.711 
 1343.405 	 6.714 
 1343.595 	 6.712 
 1343.780 	 6.709 
 1343.970 	 6.711 
 1344.160 	 6.710 
 1344.345 	 6.706 
 1344.535 	 6.707 
 1344.720 	 6.706 
 1344.910 	 6.709 
 1345.100 	 6.706 
 1345.285 	 6.704 
 1345.475 	 6.704 
 1345.660 	 6.706 
 1345.850 	 6.709 
 1346.040 	 6.706 
 1346.225 	 6.699 
 1346.415 	 6.702 
 1346.600 	 6.702 
 1346.790 	 6.699 
 1346.980 	 6.699 
 1347.165 	 6.701 
 1347.355 	 6.708 
 1347.540 	 6.717 
 1347.730 	 6.727 
 1347.920 	 6.739 
 1348.105 	 6.739 
 1348.295 	 6.717 
 1348.480 	 6.696 
 1348.670 	 6.663 
 1348.860 	 6.632 
 1349.045 	 6.619 
 1349.235 	 6.620 
 1349.420 	 6.635 
 1349.610 	 6.652 
 1349.800 	 6.662 
 1349.985 	 6.669 
 1350.175 	 6.673 
 1350.360 	 6.672 
 1350.550 	 6.673 
 1350.740 	 6.670 
 1350.925 	 6.670 
 1351.115 	 6.672 
 1351.300 	 6.675 
 1351.490 	 6.675 
 1351.680 	 6.675 
 1351.865 	 6.673 
 1352.055 	 6.674 
 1352.240 	 6.673 
 1352.430 	 6.667 
 1352.620 	 6.665 
 1352.805 	 6.667 
 1352.995 	 6.670 
 1353.180 	 6.668 
 1353.370 	 6.665 
 1353.560 	 6.667 
 1353.745 	 6.668 
 1353.935 	 6.663 
 1354.120 	 6.662 
 1354.310 	 6.665 
 1354.500 	 6.665 
 1354.685 	 6.663 
 1354.875 	 6.658 
 1355.060 	 6.655 
 1355.250 	 6.655 
 1355.440 	 6.657 
 1355.625 	 6.660 
 1355.815 	 6.658 
 1356.000 	 6.658 
 1356.190 	 6.656 
 1356.380 	 6.652 
 1356.565 	 6.655 
 1356.755 	 6.655 
 1356.940 	 6.653 
 1357.130 	 6.650 
 1357.320 	 6.650 
 1357.505 	 6.650 
 1357.695 	 6.648 
 1357.880 	 6.647 
 1358.070 	 6.650 
 1358.260 	 6.648 
 1358.445 	 6.651 
 1358.635 	 6.650 
 1358.820 	 6.648 
 1359.010 	 6.653 
 1359.200 	 6.659 
 1359.385 	 6.671 
 1359.575 	 6.682 
 1359.760 	 6.691 
 1359.950 	 6.701 
 1360.140 	 6.700 
 1360.325 	 6.677 
 1360.515 	 6.649 
 1360.700 	 6.637 
 1360.890 	 6.627 
 1361.080 	 6.619 
 1361.265 	 6.614 
 1361.455 	 6.613 
 1361.640 	 6.614 
 1361.830 	 6.611 
 1362.020 	 6.611 
 1362.205 	 6.609 
 1362.395 	 6.606 
 1362.580 	 6.608 
 1362.770 	 6.611 
 1362.960 	 6.611 
 1363.145 	 6.611 
 1363.335 	 6.611 
 1363.520 	 6.609 
 1363.710 	 6.606 
 1363.900 	 6.609 
 1364.085 	 6.606 
 1364.275 	 6.602 
 1364.460 	 6.602 
 1364.650 	 6.602 
 1364.840 	 6.602 
 1365.025 	 6.602 
 1365.215 	 6.599 
 1365.400 	 6.597 
 1365.590 	 6.594 
 1365.780 	 6.592 
 1365.965 	 6.594 
 1366.155 	 6.597 
 1366.340 	 6.597 
 1366.530 	 6.597 
 1366.720 	 6.595 
 1366.905 	 6.592 
 1367.095 	 6.589 
 1367.280 	 6.585 
 1367.470 	 6.584 
 1367.660 	 6.589 
 1367.845 	 6.589 
 1368.035 	 6.589 
 1368.220 	 6.587 
 1368.410 	 6.579 
 1368.600 	 6.580 
 1368.785 	 6.584 
 1368.975 	 6.582 
 1369.160 	 6.579 
 1369.350 	 6.580 
 1369.540 	 6.580 
 1369.725 	 6.582 
 1369.915 	 6.579 
 1370.100 	 6.577 
 1370.290 	 6.580 
 1370.480 	 6.579 
 1370.665 	 6.577 
 1370.855 	 6.575 
 1371.040 	 6.575 
 1371.230 	 6.577 
 1371.420 	 6.580 
 1371.605 	 6.582 
 1371.795 	 6.577 
 1371.980 	 6.572 
 1372.170 	 6.566 
 1372.360 	 6.558 
 1372.545 	 6.558 
 1372.735 	 6.555 
 1372.920 	 6.553 
 1373.110 	 6.553 
 1373.300 	 6.550 
 1373.485 	 6.545 
 1373.675 	 6.540 
 1373.860 	 6.541 
 1374.050 	 6.538 
 1374.240 	 6.533 
 1374.425 	 6.528 
 1374.615 	 6.523 
 1374.800 	 6.514 
 1374.990 	 6.494 
 1375.180 	 6.484 
 1375.365 	 6.482 
 1375.555 	 6.474 
 1375.740 	 6.475 
 1375.930 	 6.479 
 1376.120 	 6.475 
 1376.305 	 6.472 
 1376.495 	 6.472 
 1376.680 	 6.470 
 1376.870 	 6.466 
 1377.060 	 6.465 
 1377.245 	 6.465 
 1377.435 	 6.465 
 1377.620 	 6.461 
 1377.810 	 6.463 
 1378.000 	 6.465 
 1378.185 	 6.469 
 1378.375 	 6.466 
 1378.560 	 6.467 
 1378.750 	 6.467 
 1378.940 	 6.465 
 1379.125 	 6.465 
 1379.315 	 6.460 
 1379.500 	 6.455 
 1379.690 	 6.453 
 1379.880 	 6.453 
 1380.065 	 6.455 
 1380.255 	 6.455 
 1380.440 	 6.452 
 1380.630 	 6.448 
 1380.820 	 6.452 
 1381.005 	 6.452 
 1381.195 	 6.453 
 1381.380 	 6.455 
 1381.570 	 6.455 
 1381.760 	 6.452 
 1381.945 	 6.450 
 1382.135 	 6.450 
 1382.320 	 6.448 
 1382.510 	 6.445 
 1382.700 	 6.445 
 1382.885 	 6.445 
 1383.075 	 6.442 
 1383.260 	 6.440 
 1383.450 	 6.438 
 1383.640 	 6.433 
 1383.825 	 6.431 
 1384.015 	 6.431 
 1384.200 	 6.431 
 1384.390 	 6.428 
 1384.580 	 6.429 
 1384.765 	 6.426 
 1384.955 	 6.426 
 1385.140 	 6.426 
 1385.330 	 6.423 
 1385.520 	 6.428 
 1385.705 	 6.428 
 1385.895 	 6.426 
 1386.080 	 6.426 
 1386.270 	 6.423 
 1386.460 	 6.421 
 1386.645 	 6.419 
 1386.835 	 6.416 
 1387.020 	 6.414 
 1387.210 	 6.411 
 1387.400 	 6.409 
 1387.585 	 6.404 
 1387.775 	 6.404 
 1387.960 	 6.404 
 1388.150 	 6.404 
 1388.340 	 6.406 
 1388.525 	 6.404 
 1388.715 	 6.401 
 1388.900 	 6.401 
 1389.090 	 6.399 
 1389.280 	 6.399 
 1389.465 	 6.401 
 1389.655 	 6.401 
 1389.840 	 6.401 
 1390.030 	 6.399 
 1390.220 	 6.399 
 1390.405 	 6.401 
 1390.595 	 6.401 
 1390.780 	 6.399 
 1390.970 	 6.396 
 1391.160 	 6.393 
 1391.345 	 6.392 
 1391.535 	 6.389 
 1391.720 	 6.391 
 1391.910 	 6.389 
 1392.100 	 6.387 
 1392.285 	 6.387 
 1392.475 	 6.387 
 1392.660 	 6.384 
 1392.850 	 6.378 
 1393.040 	 6.388 
 1393.225 	 6.387 
 1393.415 	 6.383 
 1393.600 	 6.382 
 1393.790 	 6.382 
 1393.980 	 6.382 
 1394.165 	 6.382 
 1394.355 	 6.384 
 1394.540 	 6.379 
 1394.730 	 6.377 
 1394.920 	 6.372 
 1395.105 	 6.372 
 1395.295 	 6.372 
 1395.480 	 6.372 
 1395.670 	 6.372 
 1395.860 	 6.372 
 1396.045 	 6.372 
 1396.235 	 6.372 
 1396.420 	 6.369 
 1396.610 	 6.363 
 1396.800 	 6.367 
 1396.985 	 6.367 
 1397.175 	 6.367 
 1397.360 	 6.367 
 1397.550 	 6.367 
 1397.740 	 6.362 
 1397.925 	 6.362 
 1398.115 	 6.357 
 1398.300 	 6.356 
 1398.490 	 6.357 
 1398.680 	 6.357 
 1398.865 	 6.353 
 1399.055 	 6.349 
 1399.240 	 6.348 
 1399.430 	 6.348 
 1399.620 	 6.345 
 1399.805 	 6.343 
 1399.995 	 6.343 
 1400.180 	 6.343 
 1400.370 	 6.343 
 1400.560 	 6.344 
 1400.745 	 6.340 
 1400.935 	 6.341 
 1401.120 	 6.343 
 1401.310 	 6.343 
